code,title,slug,url,contributor,game_name,code,stamp,mainboard_type,mainboard_circled_letters,mainboard_panel_position,mainboard_calendar,mainboard_year,mainboard_month,mainboard_week,u1_role,u1_kind,u1_label,u1_manufacturer,u1_calendar,u1_year,u1_month,u1_week,u2_role,u2_kind,u2_label,u2_manufacturer,u2_calendar,u2_year,u2_month,u2_week,u3_role,u3_kind,u3_label,u3_manufacturer,u3_calendar,u3_year,u3_month,u3_week,u4_role,u4_kind,u4_label,u4_manufacturer,u4_calendar,u4_year,u4_month,u4_week,u5_role,u5_kind,u5_label,u5_manufacturer,u5_calendar,u5_year,u5_month,u5_week,u6_role,u6_kind,u6_label,u6_manufacturer,u6_calendar,u6_year,u6_month,u6_week,u7_role,u7_kind,u7_label,u7_manufacturer,u7_calendar,u7_year,u7_month,u7_week,x1_role,x1_kind,x1_label,x1_manufacturer,x1_calendar,x1_year,x1_month,x1_week,battery_kind,battery_label,battery_manufacturer,battery_calendar,battery_year,battery_month,battery_week,dump_crc32,dump_md5,dump_sha1,dump_sha256
DMG-AZLJ-0,Entry #1,kay-kidoutai-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AZLJ-0/kay-kidoutai-1.html,kay_kidoutai,Zelda no Densetsu - Yume o Miru Shima DX (Japan) (SGB Enhanced) (GB Compatible),DMG-AZLJ-JPN,00,DMG-A02-01,A,1,November/1998,1998,November,,ROM,MX23C8005-12,S984849-M MX23C8005-12 DMG-AZLJ-0 F1 23751ZA1,Macronix,Week 48/1998,1998,,48,Mapper,MBC5,MBC5 LZ9GB31 9844 A,Sharp,Week 44/1998,1998,,44,RAM,GM76C256CLLFW70,LGS GM76C256CLLFW70 9826 KOREA,Lucky GoldStar,Week 26/1998,1998,,26,Supervisor & Reset,MM1134A,845 134A,Mitsumi,Week 45/1998,1998,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-AZLP-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AZLP-0/gekkio-1.html,gekkio,"Legend of Zelda, The - Link's Awakening DX (USA, Europe) (SGB Enhanced) (GB Compatible)",DMG-AZLP-EUR,22,DMG-A02-01,Y,5,December/1998,1998,December,,ROM,,DMG-AZLP-0 S LH538WYD JAPAN F1 9853 D,Sharp,Week 53/1998,1998,,53,Mapper,MBC5,MBC5 P-1 850U3L,Panasonic,Week 50/1998,1998,,50,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 9841 3 SO,Sharp,Week 41/1998,1998,,41,Supervisor & Reset,BA6735,6735 8B02,ROHM,November/1998,1998,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-11,Maxell,November/1998,1998,November,,,,,c95dd3d9cb798e86c28e3269554e458d434bf3277b96cadf5bc81cfacfb5ee60
DMG-AZLP-1,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AZLP-1/granmastro-1.html,Granmastro,"Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev 1) (SGB Enhanced) (GB Compatible)",DMG-AZLP-EUR,,DMG-A02-01,A,4,November/1998,1998,November,,ROM,,DMG-AZLP-1 S LH538WYL JAPAN F1 9907 E,Sharp,Week 7/1999,1999,,7,Mapper,MBC5,MBC-5 BU3650K 849 126,ROHM,Week 49/1998,1998,,49,RAM,GM76C256CLLFW70,LGS GM76C256CLLFW70 9845 KOREA,Lucky GoldStar,Week 45/1998,1998,,45,Supervisor & Reset,BA6735,6735 8B96,ROHM,November/1998,1998,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-12,,December/1998,1998,December,,,,,
DMG-AZLP-2,Entry #1,tobiasvl-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AZLP-2/tobiasvl-1.html,tobiasvl,"Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev 2) (SGB Enhanced) (GB Compatible)",DMG-AZLP-EUR,12B,DMG-A02-01,A,3,October/2000,2000,October,,ROM,,DMG-AZLP-2 S LHMN8MNF JAPAN F1 0047 D,Sharp,Week 47/2000,2000,,47,Mapper,MBC5,0AC1VFT MBC5 2417,Texas Instruments,October/2000,2000,October,,RAM,BR62256F-70LL,BR62256F-70LL 043 136NA,ROHM,Week 43/2000,2000,,43,Supervisor & Reset,BA6735,6735 0A55,ROHM,October/2000,2000,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-B2A-0,Entry #1,marcao-cfh-1,https://gbhwdb.gekkio.fi/cartridges/DMG-B2A-0/marcao-cfh-1.html,marcao_cfh,Bubble Bobble (Japan) (En),DMG-B2A,,DMG-BEAN-01,T,2,October/1990,1990,October,,ROM,μPD23C1001EGW,DMG-B2A-0 C1 N-1001EGW-J21 9044E9006,NEC,Week 44/1990,1990,,44,Mapper,MBC1B,Nintendo DMG MBC1B N 9038BA049,NEC,Week 38/1990,1990,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-B2E-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-B2E-0/mattcurrie-1.html,mattcurrie,"Bubble Bobble (USA, Europe)",DMG-B2-AUS,22,DMG-BEAN-02,I,2,September/1991,1991,September,,ROM,μPD23C1001EGW,DMG-B2E-0 C1 N-1001EGW-J30 9136E9023,NEC,Week 36/1991,1991,,36,Mapper,MBC1B,DMG MBC1-B Nintendo P 1'93,Panasonic,September/1991,1991,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-B7HJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-B7HJ-0/gekkio-1.html,gekkio,Nakayoshi Pet Series 1 - Kawaii Hamster (Japan) (GB Compatible),DMG-B7HJ-JPN,09,DMG-A06-01,MB,5,March/2000,2000,March,,ROM,,DMG-B7HJ-0 S LH538WK5 JAPAN F1 0014 D,Sharp,Week 14/2000,2000,,14,Mapper,MBC5,MBC5 P-1 008U1M,Panasonic,Week 8/2000,2000,,8,RAM,BR6265BF-10SL,BR6265BF-10SL 953 145N,ROHM,Week 53/1999,1999,,53,Supervisor & Reset,MM1134A,007 134A,Mitsumi,Week 7/2000,2000,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-03,Maxell,March/2000,2000,March,,,,,90e94a2539824b6cd62a73ae01fa84cd5df72ed7cc4464d3fd9fc06c9e2ea150
DMG-B9X-0,Entry #1,louhike-1,https://gbhwdb.gekkio.fi/cartridges/DMG-B9X-0/louhike-1.html,Louhike,Bomb Jack (Europe),DMG-B9-NOE,20,DMG-AAA-03,I,2,May/1996,1996,May,,ROM,LH53259,DMG-B9X-0 S LH5359V3 JAPAN A0 9623 D,Sharp,Week 23/1996,1996,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BAA-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BAA-0/mattcurrie-1.html,mattcurrie,Batman - The Video Game (World),DMG-BA-USA,22,DMG-BEAN-01,I,5,April/1990,1990,April,,ROM,LH530800,DMG-BAA-0 S LH5308N1 JAPAN C1 9016 E,Sharp,Week 16/1990,1990,,16,Mapper,MBC1B,Nintendo DMG MBC1B N 9016BA057,NEC,Week 16/1990,1990,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BBE-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BBE-0/beckybecky125-1.html,beckybecky125,"Bugs Bunny Crazy Castle, The (USA, Europe)",DMG-BB-USA-1,00,DMG-BEAN-10,K,5,November/1997,1997,November,,ROM,LH53517,DMG-BBE-0 S LH5317V5 JAPAN B1 9750 D,Sharp,Week 50/1997,1997,,50,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9746 1 A,Sharp,Week 46/1997,1997,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403e1b7e,43189b859c0036119f233d46b1f2e9fd,2a3e982e542a849f95b4497025ca5b04db2abe8c,a0bd5d25545de941e719437f7829f4edf32b3a140a399387f96dda2f8059fe4e
DMG-BBE-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BBE-0/gekkio-1.html,gekkio,"Bugs Bunny Crazy Castle, The (USA, Europe)",DMG-BB-EUR,22,DMG-BEAN-10,K,5,October/1998,1998,October,,ROM,LH53517,DMG-BBE-0 S LH5317V5 JAPAN B1 9845 E,Sharp,Week 45/1998,1998,,45,Mapper,MBC1B,DMG MBC1-B Nintendo P 8'01,Panasonic,October/1998,1998,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0bd5d25545de941e719437f7829f4edf32b3a140a399387f96dda2f8059fe4e
DMG-BBE-0,Entry #2,gekkio-2,https://gbhwdb.gekkio.fi/cartridges/DMG-BBE-0/gekkio-2.html,gekkio,"Bugs Bunny Crazy Castle, The (USA, Europe)",DMG-BB-FAH,05,DMG-BEAN-02,I,5,November/1991,1991,November,,ROM,LH53514,DMG-BBE-0 S LH5314GY JAPAN B1 9148 E,Sharp,Week 48/1991,1991,,48,Mapper,MBC1B,Nintendo DMG MBC1B N 9146BA067,NEC,Week 46/1991,1991,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0bd5d25545de941e719437f7829f4edf32b3a140a399387f96dda2f8059fe4e
DMG-BDA-0,Entry #1,marcao-cfh-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BDA-0/marcao-cfh-1.html,marcao_cfh,Boulder Dash (Japan) (En),DMG-BDA,,DMG-BEAN-01,I,1,August/1990,1990,August,,ROM,LH53514,DMG-BDA-0 S LH5314B7 JAPAN B1 9033 D,Sharp,Week 33/1990,1990,,33,Mapper,MBC1A,DMG MBC1A Nintendo S 9031 3 A,Sharp,Week 31/1990,1990,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BFXP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BFXP-0/ikk5-1.html,ikk5,Titus the Fox (Europe) (GB Compatible),DMG-BFXP-EUR,41,DMG-A07-01,I,5,August/2000,2000,August,,ROM,,DMG-BFXP-0 S LHMN8MN5 JAPAN F1 0034 D,Sharp,Week 34/2000,2000,,34,Mapper,MBC5,MBC5 P-1 028U7M,Panasonic,Week 28/2000,2000,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BGE-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BGE-0/granmastro-1.html,Granmastro,"Bubble Ghost (USA, Europe)",DMG-BG-ITA,,DMG-AAA-03,I,3,November/1991,1991,November,,ROM,LH53259,DMG-BGE-0 SHARP JAPAN A0 9204 E,Sharp,Week 4/1992,1992,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BHEJ-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BHEJ-0/granmastro-1.html,Granmastro,Shin Megami Tensei Devil Children - Kuro no Sho (Japan) (SGB Enhanced) (GB Compatible),,,DMG-A03-10,I,1,January/2001,2001,January,,ROM,MX23C1603-12A,M010419-M MX23C1603-12A DMG-BHEJ-0 G2 2D732601,Macronix,Week 4/2001,2001,,4,Mapper,MBC5,0CCHJXT MBC5 2417,Texas Instruments,December/2000,2000,December,,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0043 KOREA,Hyundai,Week 43/2000,2000,,43,Supervisor & Reset,BA6735,6735 0C86,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-11,,November/2000,2000,November,,,,,
DMG-BIA-0,Entry #1,tobiasvl-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BIA-0/tobiasvl-1.html,tobiasvl,Bomber King - Scenario 2 (Japan) (En),DMG-BIA,22,DMG-BEAN-02,B,1,September/1991,1991,September,,ROM,μPD23C1001EGW,STANDARD MICRO DMG-BIA-0 C1 23C1001EGW-J61 9140E9017,Standard Microsystems Corporation,Week 40/1991,1991,,40,Mapper,MBC1B,DMG MBC1-B Nintendo P 1'05,Panasonic,October/1991,1991,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BKJ-0,Entry #1,marcao-cfh-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BKJ-0/marcao-cfh-1.html,marcao_cfh,Baseball Kids (Japan),DMG-BKJ,,DMG-BEAN-01,I,4,January/1990,1990,January,,ROM,μPD23C1001EGW,NEC JAPAN DMG-BKJ-0 C1 UPD23C1001EGW-J02 9002E9719,NEC,Week 2/1990,1990,,2,Mapper,MBC1B,Nintendo DMG MBC1B N9004AD,NEC,Week 4/1990,1990,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BLUJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BLUJ-0/gekkio-1.html,gekkio,From TV Animation One Piece - Yume no Luffy Kaizokudan Tanjou! (Japan) (SGB Enhanced) (GB Compatible),DMG-BLUJ-JPN,01,DMG-A08-10,YG,1,April/2001,2001,April,,ROM,MX23C3203-12A2,S012123-M MX23C3203-12A2 DMG-BLUJ-0 H2 2D781800,Macronix,Week 21/2001,2001,,21,Mapper,MBC5,MBC5 P-2 102U1M,Panasonic,Week 2/2001,2001,,2,RAM,W2465S-70LL,Winbond W2465S-70LL 115AD20484620-II1RA,Winbond,Week 15/2001,2001,,15,Supervisor & Reset,MM1134A,043 134A,Mitsumi,Week 43/2000,2000,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,01-01,Panasonic,January/2001,2001,January,,,,,6680858cfdcc658e4b1e10d49f48b0f4abfdba10cd52007cde64744036eadff4
DMG-BLUJ-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BLUJ-0/granmastro-1.html,Granmastro,From TV Animation One Piece - Yume no Luffy Kaizokudan Tanjou! (Japan) (SGB Enhanced) (GB Compatible),DMG-BLUJ-JPN,34,DMG-A08-10,K,2,March/2001,2001,March,,ROM,MX23C3203-12A2,M011823-M MX23C3203-12A2 DMG-BLUJ-0 H2 2D566300,Macronix,Week 18/2001,2001,,18,Mapper,MBC5,12CE4RT MBC5 2417,Texas Instruments,February/2001,2001,February,,RAM,W2465S-70LL,Winbond W2465S-70LL 115AD20484620-811RA,Winbond,Week 15/2001,2001,,15,Supervisor & Reset,BA6735,6735 1401,ROHM,April/2001,2001,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,01-01,,January/2001,2001,January,,,,,
DMG-BM2P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BM2P-0/ikk5-1.html,ikk5,Harvest Moon 2 GBC (Europe) (SGB Enhanced) (GB Compatible),DMG-BM2P-EUR,12,DMG-A03-10,I,1,January/2001,2001,January,,ROM,MX23C1603-12A,S010604-M MX23C1603-12A DMG-BM2P-0 G2 1C8079A1,Macronix,Week 6/2001,2001,,6,Mapper,MBC5,MBC5 P-2 050U1M,Panasonic,Week 50/2000,2000,,50,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0049 KOREA,Hyundai,Week 49/2000,2000,,49,Supervisor & Reset,BA6735,6735 0C85,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-11,,November/2000,2000,November,,,,,
DMG-BM6E-0,Entry #1,tobiasvl-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BM6E-0/tobiasvl-1.html,tobiasvl,"Mega Man Xtreme (USA, Europe) (GB Compatible)",DMG-BM6E-USA,00,DMG-Z02-01,NC,4,October/2000,2000,October,,ROM,MX23C8005-12,S004449-M MX23C8005-12 DMG-BM6E-0 F1 1C3670A1,Macronix,Week 44/2000,2000,,44,Mapper,MBC5,09ED1LT MBC5 2417,Texas Instruments,September/2000,2000,September,,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S282735053 F0042 TAIWAN,BSI,Week 42/2000,2000,,42,Supervisor & Reset,BA6735,6735 0A53,ROHM,October/2000,2000,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-BMAE-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BMAE-0/gekkio-1.html,gekkio,"Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible)",DMG-BMAE-USA,22,DMG-KFCN-01,I,2,October/2000,2000,October,,ROM,MSM538011E,DMG-BMAE-0 F1 M538011E-2C 0455414,OKI,Week 45/2000,2000,,45,Mapper,MBC3A,MBC3 A LR38536B 9948 A,Sharp,Week 48/1999,1999,,48,RAM,LC3564BM-70,SANYO LC3564BM-70 JAPAN 0JUBG,Sanyo,September/2000,2000,September,,Supervisor & Reset,MM1134A,039 134A,Mitsumi,Week 39/2000,2000,,39,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS0J,Daishinku,September/2000,2000,September,,CR2025,00-09,,September/2000,2000,September,,,,,3afc54651b9a6d71d7a5a884c6b86b9e2f6d5c6380aeff2e533cd14280444f21
DMG-BMAP-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BMAP-0/gekkio-1.html,gekkio,"Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible)",DMG-BMAP-EUR,12,DMG-KFCN-01,I,6,November/2000,2000,November,,ROM,MX23C8003-20,S010649-M MX23C8003-20 DMG-BMAP-0 F1 1C3876A1,Macronix,Week 6/2001,2001,,6,Mapper,MBC3B,MBC-3 B BU3634K 103 H56,ROHM,Week 3/2001,2001,,3,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 0043 5 EB,Sharp,Week 43/2000,2000,,43,Supervisor & Reset,BA6735,6735 0B01,ROHM,November/2000,2000,November,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS0M,Daishinku,December/2000,2000,December,,CR2025,01-01,,January/2001,2001,January,,,,,3afc54651b9a6d71d7a5a884c6b86b9e2f6d5c6380aeff2e533cd14280444f21
DMG-BMAP-0,Entry #2,gekkio-2,https://gbhwdb.gekkio.fi/cartridges/DMG-BMAP-0/gekkio-2.html,gekkio,"Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible)",DMG-BMAP-EUR,12,DMG-KFCN-01,I,1,February/2001,2001,February,,ROM,MX23C8003-20,S010649-M MX23C8003-20 DMG-BMAP-0 F1 1C3876A1,Macronix,Week 6/2001,2001,,6,Mapper,MBC3B,MBC-3 B BU3634K 103 H56,ROHM,Week 3/2001,2001,,3,RAM,LH5164AN-10L,LH5164AN-10L SHARP A0041 7 CB,Sharp,Week 41/2000,2000,,41,Supervisor & Reset,BA6735,6735 0C63,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,32K0Z,,2000,2000,,,CR2025,00-12,Panasonic,December/2000,2000,December,,,,,3afc54651b9a6d71d7a5a884c6b86b9e2f6d5c6380aeff2e533cd14280444f21
DMG-BPWJ-0,Entry #1,marcao-cfh-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BPWJ-0/marcao-cfh-1.html,marcao_cfh,Power Pro Kun Pocket 2 (Japan) (SGB Enhanced) (GB Compatible),DMG-BPWJ-JPN,13,DMG-A03-01,I,2,February/2000,2000,February,,ROM,MR531614G,DMG-BPWJ-0 G2 R531614G-28 011232D,OKI,Week 11/2000,2000,,11,Mapper,MBC5,MBC5 LZ9GB31 AL06 A,Sharp,Week 6/2000,2000,,6,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 0012 3 SO,Sharp,Week 12/2000,2000,,12,Supervisor & Reset,BA6735,6735 0268,ROHM,February/2000,2000,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-01,,January/2000,2000,January,,,,,
DMG-BQLJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BQLJ-0/gekkio-1.html,gekkio,Dragon Quest Monsters 2 - Maruta no Fushigina Kagi - Ruka no Tabidachi (Japan) (SGB Enhanced) (GB Compatible),DMG-BQLJ-JPN,22,DMG-A03-10,MB,3,November/2000,2000,November,,ROM,MX23C3203-12A2,E005223-M MX23C3203-12A2 DMG-BQLJ-0 H2 2D480700,Macronix,Week 52/2000,2000,,52,Mapper,MBC5,0CA7T1T MBC5 2417,Texas Instruments,December/2000,2000,December,,RAM,LC35256FM-70,SANYO LC35256FM-70U JAPAN 0LK5G,Sanyo,November/2000,2000,November,,Supervisor & Reset,MM1134A,044 134A,Mitsumi,Week 44/2000,2000,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-11,Maxell,November/2000,2000,November,,,,,90517f73231e52fe3ef733e369b8a3464996e785803fdb583398d40689760ab7
DMG-BSA-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BSA-0/beckybecky125-1.html,beckybecky125,Baseball (World),DMG-BS-USA,23,DMG-BEAN-01,T,2,August/1990,1990,August,,ROM,LH53514,DMG-BSA-0 S LH5314B0 JAPAN B1 9032 D,Sharp,Week 32/1990,1990,,32,Mapper,MBC1B,Nintendo DMG MBC1B N 9030BA025,NEC,Week 30/1990,1990,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6eea2526,e7bcb3f5534c8363f855ba92d83cb2d9,bb613ed8d492d49db35370bec38d9f2515dc24c9,debc4ac9d7587166f4754d99955c8ed8c5ae014bb10e91764fe9e632cdbcb3fc
DMG-BSA-0,Entry #1,org-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BSA-0/org-1.html,org,Baseball (World),DMG-BSA,23,DMG-BBA-01,B,3,March/1989,1989,March,,ROM,LH53515,DMG-BSA-0 SHARP JAPAN B0 8916 D,Sharp,Week 16/1989,1989,,16,Mapper,MBC1,DMG MBC1 Nintendo S 8914 T,Sharp,Week 14/1989,1989,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BTE-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BTE-0/mattcurrie-1.html,mattcurrie,"Balloon Kid (USA, Europe)",DMG-BT-FAH,01,DMG-BEAN-01,I,5,October/1990,1990,October,,ROM,LH530800,DMG-BTE-0 S LH5308P8 JAPAN C1 9044 E,Sharp,Week 44/1990,1990,,44,Mapper,MBC1B,Nintendo DMG MBC1B N 9026BA036,NEC,Week 26/1990,1990,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BTZJ-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BTZJ-0/granmastro-1.html,Granmastro,Keitai Denjuu Telefang - Speed Version (Japan) (GB Compatible),,,DMG-KGDU-10,MB,1,September/2000,2000,September,,ROM,μPD23C16019WG5,DMG-BTZJ-0 G2 N-16019WG5-M65 0040K7014,NEC,Week 40/2000,2000,,40,Mapper,MBC3A,MBC3 A LR38536B 0003 A,Sharp,Week 3/2000,2000,,3,RAM,LC35256FM-70,SANYO LC35256FM-70U JAPAN 0HUNG,Sanyo,August/2000,2000,August,,Supervisor & Reset,BA6735,6735 0999,ROHM,September/2000,2000,September,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS0J,Daishinku,September/2000,2000,September,,CR2025,00-09,,September/2000,2000,September,,,,,
DMG-BVE-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BVE-0/mattcurrie-1.html,mattcurrie,"Battletoads (USA, Europe)",DMG-BV-AUS,23,DMG-BEAN-02,I,4,May/1992,1992,May,,ROM,μPD23C1001EAGW,DMG-BVE-0 C1 N-1001EAGW-J06 9221K9005,NEC,Week 21/1992,1992,,21,Mapper,MBC1B,DMG MBC1B Nintendo J9211BR,Motorola,Week 11/1992,1992,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-BYE-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BYE-0/beckybecky125-1.html,beckybecky125,"Bugs Bunny Crazy Castle 2, The (USA)",DMG-BY-USA-1,22,DMG-BEAN(K)-02,Hs,1,June/1996,1996,June,,ROM,LH530800A,DMG-BYE-0 S LH531HHE JAPAN C1 9632 E,Sharp,Week 32/1996,1996,,32,Mapper,MBC1B,DMG MBC1-B Nintendo P 6'71,Panasonic,July/1996,1996,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a973e604,8963803e642dbfbe4f5f3bc5a567785d,1e4c8c8fe8b6c34f76cd0da876442f14299da725,cf1a8d9c9d4fc9e58740f6e008e5280ff2831c099aecab642e64e5195c0ad0bc
DMG-BZOJ-0,Entry #1,marcao-cfh-1,https://gbhwdb.gekkio.fi/cartridges/DMG-BZOJ-0/marcao-cfh-1.html,marcao_cfh,From TV Animation One Piece - Maboroshi no Grand Line Boukenki! (Japan) (SGB Enhanced) (GB Compatible),DMG-BZOJ-JPN,01,DMG-A03-10,CM,5,September/2001,2001,September,,ROM,MX23C3203-12A2,S022023-M MX23C3203-12A2 DMG-BZOJ-0 H2 2D877900,Macronix,Week 20/2002,2002,,20,Mapper,MBC5,MBC-5 BU3650K 206 H76,ROHM,Week 6/2002,2002,,6,RAM,HY62WT081ED70C,hynix 0210A HY62WT081ED70C KOREA,Hynix,Week 10/2002,2002,,10,Supervisor & Reset,BA6735,6735 1B01,ROHM,November/2001,2001,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,01-11,,November/2001,2001,November,,,,,
DMG-C3X-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-C3X-0/mattcurrie-1.html,mattcurrie,Alfred Chicken (Europe),DMG-C3-FAH,23,DMG-BEAN-02,I,5,October/1993,1993,October,,ROM,LH530800,DMG-C3X-0 S LH5308WB JAPAN C1 9346 D,Sharp,Week 46/1993,1993,,46,Mapper,MBC1B,Nintendo DMG MBC1B N 9340BA048,NEC,Week 40/1993,1993,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
